,id,type,date,date_unixtime,from,from_id,text,text_entities,edited,edited_unixtime,forwarded_from,file,thumbnail,media_type,mime_type,duration_seconds,width,height,photo,title,actor,actor_id,action,message_id
10,3119,message,2022-02-26T20:49:58,1645897798,Накипело. Майкл Наки,channel1136078154,"Я хочу сделать спецвыпуск “пора валить” про быстрый переезд. Напишите в личку, кто имел такой опыт, пожалуйста. То есть переезд в страны без виз, не очень дорогие, и куда физически сейчас можно добраться. Может даже вы знаете какие-то лайфхаки, а может и сами готовы с чем-то помочь желающим. Напишите в личку, она в описании канала. Ну и я вас запишу для этого спецвыпуска, заранее спасибо (сразу всем ответить не смогу, не серчайте, если что).","[{'type': 'plain', 'text': 'Я хочу сделать спецвыпуск “пора валить” про быстрый переезд. Напишите в личку, кто имел такой опыт, пожалуйста. То есть переезд в страны без виз, не очень дорогие, и куда физически сейчас можно добраться. Может даже вы знаете какие-то лайфхаки, а может и сами готовы с чем-то помочь желающим. Напишите в личку, она в описании канала. Ну и я вас запишу для этого спецвыпуска, заранее спасибо (сразу всем ответить не смогу, не серчайте, если что).'}]",,,,,,,,,,,,,,,,
11,3120,message,2022-02-26T23:58:56,1645909136,Накипело. Майкл Наки,channel1136078154,"['Первое официальное заявление о потерях. \n\n', {'type': 'link', 'text': 'https://t.me/varlamov_news/26975'}, '']","[{'type': 'plain', 'text': 'Первое официальное заявление о потерях. \n\n'}, {'type': 'link', 'text': 'https://t.me/varlamov_news/26975'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
12,3121,message,2022-02-27T00:38:57,1645911537,Накипело. Майкл Наки,channel1136078154,"['Группировка Anonymous ', {'type': 'text_link', 'text': 'утверждает', 'href': 'https://twitter.com/YourAnonTV/status/1497684396564004865?s=20&t=y30jKvwIP6d2YPsIG5xn8Q'}, ', что положила сайты всей российской пропаганды. Проверил  ВГТРК и первый канал. \n\nДействительно лежат.']","[{'type': 'plain', 'text': 'Группировка Anonymous '}, {'type': 'text_link', 'text': 'утверждает', 'href': 'https://twitter.com/YourAnonTV/status/1497684396564004865?s=20&t=y30jKvwIP6d2YPsIG5xn8Q'}, {'type': 'plain', 'text': ', что положила сайты всей российской пропаганды. Проверил  ВГТРК и первый канал. \n\nДействительно лежат.'}]",,,,,,,,,,,,,,,,
13,3122,message,2022-02-27T01:09:16,1645913356,Накипело. Майкл Наки,channel1136078154,"['Третий день этой ужасающей войны. Все больше потерь с обеих сторон: непонятные действия российского руководства, проблемы, с которыми столкнулась армия, и украинские военные, которые дерутся за каждую пядь земли. Новая сводка дня, подготовленная с Русланом Левиевым из Conflict Intelligence Team\n\n', {'type': 'link', 'text': 'https://youtu.be/3MfMGHLxjWI'}, '']","[{'type': 'plain', 'text': 'Третий день этой ужасающей войны. Все больше потерь с обеих сторон: непонятные действия российского руководства, проблемы, с которыми столкнулась армия, и украинские военные, которые дерутся за каждую пядь земли. Новая сводка дня, подготовленная с Русланом Левиевым из Conflict Intelligence Team\n\n'}, {'type': 'link', 'text': 'https://youtu.be/3MfMGHLxjWI'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
14,3124,message,2022-02-27T16:38:07,1645969087,Накипело. Майкл Наки,channel1136078154,Да ебись оно всё конём,"[{'type': 'plain', 'text': 'Да ебись оно всё конём'}]",,,,(File not included. Change data exporting settings to download.),(File not included. Change data exporting settings to download.),video_file,video/quicktime,46.0,640.0,400.0,,,,,,
15,3125,message,2022-02-27T17:24:07,1645971847,Накипело. Майкл Наки,channel1136078154,"Ладно, теперь давайте попробуем отбросить первую эмоциональную реакцию. На секунду остановимся и попробуем проанализировать происходящее. Я не “успокоитель”, я с самого начала говорил, что война с Украиной вполне возможна. Делал я это, потому что понимал прагматичную цель Путина. Несмотря на то, что с Борисом Немцовым теперь принято соглашаться, я все-таки скорректирую, Путин не сумасшедший, Путин маньяк. Это большая разница, потому что за действиями маньяков стоит холодная рациональность, когда они продумывают свои ужасающие преступления. Для того, чтобы понять, почему не стоит бояться ядерных ударов, придется напомнить, почему Путин напал на Украину. Его план заключался в том, чтобы создать у населения России ощущение предвоенной мобилизации на страхе мировой войны. Он не рассчитывал на “Крымский эффект”, он хотел ввести “Осажденную крепость”. Правда, он недооценил смелость украинского народа и их подготовку, из-за чего сейчас весь план сыпется. Потому что на фоне потерь и кадров бомбежек украинских городов, население все сложнее убедить, что нападение обосновано. 

Сейчас у Путина две проблемы:
1) Много внимания действиям российской армии в Украине, причем, как снаружи, так и внутри России. 
2) Запад начал понимать, что Украина может выстоять и начал активно ей помогать. Даже Германия уже не против поставок летального оружия, США готовит траншы, а другие страны напрямую поставляют технику и вооружение. В таких условиях, увязнувшая российская армия будет терпеть ещё бОльшие потери. 

Как решить эти проблемы? Я думаю, что вы уже поняли – ядерная угроза. Многие не понимают мотивов Путина, поэтому считают, что он вполне может их воплотить.
Итого, с точки зрения первой цели: 
1) Люди переключаются на обсуждение мировой войны и возможной катастрофы. 
2) Запад будет думать, не стоит ли отойти в сторону, как бы чего не случилось .

Это прагматичные действия со стороны Путина. 

И ещё немного. Путин трус и любит жизнь. Он готов нападать только тогда, когда знает, что не получит отпора. И именно в этом он просчитался с Украиной. Он слишком труслив, чтобы уйти из жизни – даже с помощью ядерного удара. Посмотрите на его дворец. Он не фанатик, не аскет, это просто жадный до власти и роскоши КГБшник, которому невероятно в этой жизни повезло.","[{'type': 'plain', 'text': 'Ладно, теперь давайте попробуем отбросить первую эмоциональную реакцию. На секунду остановимся и попробуем проанализировать происходящее. Я не “успокоитель”, я с самого начала говорил, что война с Украиной вполне возможна. Делал я это, потому что понимал прагматичную цель Путина. Несмотря на то, что с Борисом Немцовым теперь принято соглашаться, я все-таки скорректирую, Путин не сумасшедший, Путин маньяк. Это большая разница, потому что за действиями маньяков стоит холодная рациональность, когда они продумывают свои ужасающие преступления. Для того, чтобы понять, почему не стоит бояться ядерных ударов, придется напомнить, почему Путин напал на Украину. Его план заключался в том, чтобы создать у населения России ощущение предвоенной мобилизации на страхе мировой войны. Он не рассчитывал на “Крымский эффект”, он хотел ввести “Осажденную крепость”. Правда, он недооценил смелость украинского народа и их подготовку, из-за чего сейчас весь план сыпется. Потому что на фоне потерь и кадров бомбежек украинских городов, население все сложнее убедить, что нападение обосновано. \n\nСейчас у Путина две проблемы:\n1) Много внимания действиям российской армии в Украине, причем, как снаружи, так и внутри России. \n2) Запад начал понимать, что Украина может выстоять и начал активно ей помогать. Даже Германия уже не против поставок летального оружия, США готовит траншы, а другие страны напрямую поставляют технику и вооружение. В таких условиях, увязнувшая российская армия будет терпеть ещё бОльшие потери. \n\nКак решить эти проблемы? Я думаю, что вы уже поняли – ядерная угроза. Многие не понимают мотивов Путина, поэтому считают, что он вполне может их воплотить.\nИтого, с точки зрения первой цели: \n1) Люди переключаются на обсуждение мировой войны и возможной катастрофы. \n2) Запад будет думать, не стоит ли отойти в сторону, как бы чего не случилось .\n\nЭто прагматичные действия со стороны Путина. \n\nИ ещё немного. Путин трус и любит жизнь. Он готов нападать только тогда, когда знает, что не получит отпора. И именно в этом он просчитался с Украиной. Он слишком труслив, чтобы уйти из жизни – даже с помощью ядерного удара. Посмотрите на его дворец. Он не фанатик, не аскет, это просто жадный до власти и роскоши КГБшник, которому невероятно в этой жизни повезло.'}]",2022-02-27T18:25:58,1645975558,,,,,,,,,,,,,,
16,3126,message,2022-02-27T18:36:03,1645976163,Накипело. Майкл Наки,channel1136078154,"['Павел Дуров выбрал сторону. И опять не ту. Ограничение информации сейчас только в интересах Путина. Потому что это Путин — обстреливает города, отправляет российских граждан на убой и не называет войну войной. Крепко же Дурова взяли за яйца.\n\n', {'type': 'link', 'text': 'https://t.me/pdmnews/46261'}, '']","[{'type': 'plain', 'text': 'Павел Дуров выбрал сторону. И опять не ту. Ограничение информации сейчас только в интересах Путина. Потому что это Путин — обстреливает города, отправляет российских граждан на убой и не называет войну войной. Крепко же Дурова взяли за яйца.\n\n'}, {'type': 'link', 'text': 'https://t.me/pdmnews/46261'}, {'type': 'plain', 'text': ''}]",2022-02-27T18:36:19,1645976179,,,,,,,,,,,,,,
17,3127,message,2022-02-27T19:30:06,1645979406,Накипело. Майкл Наки,channel1136078154,"[{'type': 'bold', 'text': 'Дуров передумал отключать Telegram-каналы'}, '\n', {'type': 'bold', 'text': '\n'}, 'Спустя 36 минут после объявления о том, что Telegram может начать блокировать каналы в России и на Украине, создатель мессенджера Павел Дуров пошел на попятную под давлением пользователей.\n\n', {'type': 'italic', 'text': '""Множество пользователей обратилось к нам с просьбой не рассматривать отключение Telegram-каналов на период конфликта, так как мы для них – единственный источник информации. В связи с этими обращениями мы приняли решение не рассматривать подобные меры. Однако еще раз прошу перепроверять и не принимать на веру данные, которые публикуются в Telegram-каналах в этот непростой период""'}, ', — написал он.\n\n', {'type': 'mention', 'text': '@bbcrussian'}, '']","[{'type': 'bold', 'text': 'Дуров передумал отключать Telegram-каналы'}, {'type': 'plain', 'text': '\n'}, {'type': 'bold', 'text': '\n'}, {'type': 'plain', 'text': 'Спустя 36 минут после объявления о том, что Telegram может начать блокировать каналы в России и на Украине, создатель мессенджера Павел Дуров пошел на попятную под давлением пользователей.\n\n'}, {'type': 'italic', 'text': '""Множество пользователей обратилось к нам с просьбой не рассматривать отключение Telegram-каналов на период конфликта, так как мы для них – единственный источник информации. В связи с этими обращениями мы приняли решение не рассматривать подобные меры. Однако еще раз прошу перепроверять и не принимать на веру данные, которые публикуются в Telegram-каналах в этот непростой период""'}, {'type': 'plain', 'text': ', — написал он.\n\n'}, {'type': 'mention', 'text': '@bbcrussian'}, {'type': 'plain', 'text': ''}]",,,BBC News | Русская служба,,,,,,,,,,,,,
18,3128,message,2022-02-27T22:58:03,1645991883,Накипело. Майкл Наки,channel1136078154,"['Один из важных элементов нынешней войны против Украины – это дезинформация. Дезинформация со стороны российской пропаганды, официальных лиц и Министерства обороны. Миллионы граждан страны просто не знаю о том, что Путин напал на Украину и обстреливает города. Они не знают, что российских военных отправили на верную смерть. Мы должны донести до них эту информацию. Чтобы остановить эту чудовищную войну.\n\n', {'type': 'link', 'text': 'https://youtu.be/wBWHS4N3yJU'}, '']","[{'type': 'plain', 'text': 'Один из важных элементов нынешней войны против Украины – это дезинформация. Дезинформация со стороны российской пропаганды, официальных лиц и Министерства обороны. Миллионы граждан страны просто не знаю о том, что Путин напал на Украину и обстреливает города. Они не знают, что российских военных отправили на верную смерть. Мы должны донести до них эту информацию. Чтобы остановить эту чудовищную войну.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/wBWHS4N3yJU'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
19,3129,message,2022-02-28T01:22:11,1646000531,Накипело. Майкл Наки,channel1136078154,"['Российских солдат гибнет всё больше. Судя по всему, дана команда взять штурмом хоть что-нибудь, не оглядываясь на потери. Параллельно почти весь мир принял решение поддержать Украину. Турция закрывает Босфор, Германия согласилась на поставки летального оружия, часть стран передала вооружения и припасы. Владимир Путин ответил на это ядерной угрозой. С подробностями прошедшего военного дня – Руслан Левиев из Conflict Intelligence Team\n\n', {'type': 'link', 'text': 'https://youtu.be/2CJeV8DyYfE'}, '']","[{'type': 'plain', 'text': 'Российских солдат гибнет всё больше. Судя по всему, дана команда взять штурмом хоть что-нибудь, не оглядываясь на потери. Параллельно почти весь мир принял решение поддержать Украину. Турция закрывает Босфор, Германия согласилась на поставки летального оружия, часть стран передала вооружения и припасы. Владимир Путин ответил на это ядерной угрозой. С подробностями прошедшего военного дня – Руслан Левиев из Conflict Intelligence Team\n\n'}, {'type': 'link', 'text': 'https://youtu.be/2CJeV8DyYfE'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
20,3130,message,2022-02-28T11:21:45,1646036505,Накипело. Майкл Наки,channel1136078154,"Уважаемые подписчики патреона. Я искренне благодарен вам за вашу поддержку всё это время. Благодаря вам канал стал больше, качество видео выросло и даже сейчас, в это непростое время, ресурсов хватает на то, чтобы предоставлять полный объём информации о происходящих событиях. Все это стало возможно во многом благодаря вам. 

Непонятно, что именно будет с российской экономикой в ближайшее время, но точно будет плохо. Поэтому проверьте, готовы ли вы оставаться патронами при долларе по 100, а то и 200. Если нет, то не забудьте отписаться от поддержки на патреоне. 
Мирного неба.","[{'type': 'plain', 'text': 'Уважаемые подписчики патреона. Я искренне благодарен вам за вашу поддержку всё это время. Благодаря вам канал стал больше, качество видео выросло и даже сейчас, в это непростое время, ресурсов хватает на то, чтобы предоставлять полный объём информации о происходящих событиях. Все это стало возможно во многом благодаря вам. \n\nНепонятно, что именно будет с российской экономикой в ближайшее время, но точно будет плохо. Поэтому проверьте, готовы ли вы оставаться патронами при долларе по 100, а то и 200. Если нет, то не забудьте отписаться от поддержки на патреоне. \nМирного неба.'}]",,,,,,,,,,,,,,,,
